Ano,TipoCrimeN1,TipoCrimeN2,TipoCrimeN3,EscalaoEtario
2017,Legislação Avulsa,Jogo,Usura para jogo,
2017,Legislação Avulsa,Jogo,Material de jogo s/ autorização,
2017,Legislação Avulsa,Jogo,Crimes de jogo n.e.,
2017,Legislação Avulsa,Caça e pesca,Crimes rel. à caça e pesca,
2017,Legislação Avulsa,Informáticos,Reprodução programa protegido,
2017,Legislação Avulsa,Informáticos,Acesso/interceção ilegítimos,
2017,Legislação Avulsa,Informáticos,Viciação/destruição/dano relativo a dados/programas,
2017,Legislação Avulsa,Informáticos,Falsidade informática,
2017,Legislação Avulsa,Informáticos,Sabotagem informática,
2017,Legislação Avulsa,Informáticos,Outros informáticos,
2017,Legislação Avulsa,Serviço militar,Crimes rel. serviço militar,
2017,Legislação Avulsa,Marítimos,Deserção/insubordinação (marítimo),
2017,Legislação Avulsa,Marítimos,Embarque clandestino,
2017,Legislação Avulsa,Marítimos,Introdução bebidas alcoólicas/substâncias perigosas,
2017,Legislação Avulsa,Marítimos,Atentado contra seg. navegação,
2017,Legislação Avulsa,Marítimos,Recusa de socorros a náufragos,
2017,Legislação Avulsa,Marítimos,Crimes marítimos n.e.,
2017,Legislação Avulsa,Desporto,Dano qualif. espetáculo desportivo,
2017,Legislação Avulsa,Desporto,Participação rixa/of. int. física em espetáculo desportivo,
2017,Legislação Avulsa,Desporto,Arremesso objetos/invasão espetáculo desportivo,
2017,Legislação Avulsa,Desporto,Outros relativos desporto,
2017,Legislação Avulsa,Condução sem habilitação legal,Condução sem habilitação legal,
2017,Legislação Avulsa,Branqueamento de capitais,Branqueamento de capitais,
2017,Legislação Avulsa,Outros crimes,Outros crimes,
2016,(CP) Contra as pessoas,Contra a vida,Homicídio voluntário consumado,
2016,(CP) Contra as pessoas,Contra a vida,Homicídio negl. acidente viação,
2016,(CP) Contra as pessoas,Contra a vida,Homicídio negl. outras circunstâncias,
2016,(CP) Contra as pessoas,Contra a vida,Aborto,
2016,(CP) Contra as pessoas,Contra a vida,Outros contra a vida,
2016,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. grave,
2016,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. simples,
2016,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. acidente viação,
2016,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. outras,
2016,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica cônjuge/análogo,
2016,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica contra menores,
2016,(CP) Contra as pessoas,Contra a integridade física,Outros violência doméstica,
2016,(CP) Contra as pessoas,Contra a integridade física,Maus tratos/sobrecarga menores,
2016,(CP) Contra as pessoas,Contra a integridade física,Maus tratos cônjuge/análogo,
2016,(CP) Contra as pessoas,Contra a integridade física,Outros de maus tratos,
2016,(CP) Contra as pessoas,Contra a integridade física,M.tratos menores/incap/cônjuge,
2016,(CP) Contra as pessoas,Contra a integridade física,Violação regras de segurança,
2016,(CP) Contra as pessoas,Contra a integridade física,Outros contra int. física,
2016,(CP) Contra as pessoas,Contra a liberdade pessoal,Rapto/sequestro/tomada reféns,
2016,(CP) Contra as pessoas,Contra a liberdade pessoal,Ameaça e coação,
2016,(CP) Contra as pessoas,Contra a liberdade pessoal,Tráfico de pessoas,
2016,(CP) Contra as pessoas,Contra a liberdade pessoal,Outros contra liberdade pessoal,
2016,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Violação,
2016,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Abuso sexual crianças/adolescentes/menores dependentes,
2016,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Lenocínio e pornografia de menores,
2016,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Ab. sexual crianças/adolescentes/dependentes,
2016,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Outros contra liberdade e autodet. sexual,
2016,(CP) Contra as pessoas,Contra a honra,"Difamação, calúnia e injúria",
2016,(CP) Contra as pessoas,Contra a honra,Contra honra p/ comunicação social,
2016,(CP) Contra as pessoas,Contra a honra,Abuso de liberdade de Imprensa,
2016,(CP) Contra as pessoas,Contra a honra,Outros contra a honra,
2016,(CP) Contra as pessoas,Contra reserva da vida privada,Viol. domicílio/introdução lugar vedado,
2016,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa vida privada/violação segredo,
2016,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa p/meio de informática,
2016,(CP) Contra as pessoas,Contra reserva da vida privada,Outros contra reserva vida privada,
2016,(CP) Contra as pessoas,Outros contra as pessoas,Omissão de auxílio,
2016,(CP) Contra as pessoas,Outros contra as pessoas,Outros contra as pessoas,
2016,(CP) Contra o património,Contra a propriedade,Furto/tráfico obras arte/ bens culturais,
2016,(CP) Contra o património,Contra a propriedade,Furto de veículo motorizado,
2016,(CP) Contra o património,Contra a propriedade,Furto máquinas industriais/agrícolas,
2016,(CP) Contra o património,Contra a propriedade,Furto de motor de embarcação,
2016,(CP) Contra o património,Contra a propriedade,Furto combustível máq. industriais/agrícolas,
2016,(CP) Contra o património,Contra a propriedade,Furto metais não preciosos,
2016,(CP) Contra o património,Contra a propriedade,Furto animais explorações agropecuárias,
2016,(CP) Contra o património,Contra a propriedade,Furto de produtos agrícolas,
2016,(CP) Contra o património,Contra a propriedade,Furto em veículo motorizado,
2016,(CP) Contra o património,Contra a propriedade,Furto residência c/arrombamento/escal/chaves falsas,
2016,(CP) Contra o património,Contra a propriedade,Furto residência s/arrombamento/escal/chaves falsas,
2016,(CP) Contra o património,Contra a propriedade,Furto em área anexa residência,
2016,(CP) Contra o património,Contra a propriedade,Furto em supermercado,
2016,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus c/arrombamento/escal/chaves falsas,
2016,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus s/arrombamento/escal/chaves falsas,
2016,(CP) Contra o património,Contra a propriedade,Furto estab. ensino c/arrombamento/escal/chaves falsas,
2016,(CP) Contra o património,Contra a propriedade,Furto outros edifícios c/arrombamento/escal/chaves falsas,
2016,(CP) Contra o património,Contra a propriedade,Furto/roubo por esticão,
2016,(CP) Contra o património,Contra a propriedade,Furto por carteirista,
2016,(CP) Contra o património,Contra a propriedade,Furto oportunidade/obj. não guardado,
2016,(CP) Contra o património,Contra a propriedade,Outros furtos,
2016,(CP) Contra o património,Contra a propriedade,Roubo por esticão,
2016,(CP) Contra o património,Contra a propriedade,Roubo via pública (s/ esticão),
2016,(CP) Contra o património,Contra a propriedade,Roubo a residência,
2016,(CP) Contra o património,Contra a propriedade,Roubo de viatura,
2016,(CP) Contra o património,Contra a propriedade,Roubo banco/estab. crédito,
2016,(CP) Contra o património,Contra a propriedade,Roubo tesouraria/estação correios,
2016,(CP) Contra o património,Contra a propriedade,Roubo edifícios comerc/indust.,
2016,(CP) Contra o património,Contra a propriedade,Roubo a farmácias,
2016,(CP) Contra o património,Contra a propriedade,Roubo a ourivesarias,
2016,(CP) Contra o património,Contra a propriedade,Roubo estabelecimento ensino,
2016,(CP) Contra o património,Contra a propriedade,Roubo posto abast. combustível,
2016,(CP) Contra o património,Contra a propriedade,Roubo transp. públicos,
2016,(CP) Contra o património,Contra a propriedade,Roubo motorista transporte público,
2016,(CP) Contra o património,Contra a propriedade,Roubo transp. valores,
2016,(CP) Contra o património,Contra a propriedade,Outros roubos,
2016,(CP) Contra o património,Contra a propriedade,Dano contra património cultural,
2016,(CP) Contra o património,Contra a propriedade,Outro dano,
2016,(CP) Contra o património,Contra a propriedade,Abuso de confiança,
2016,(CP) Contra o património,Contra a propriedade,Outros contra a propriedade,
2016,(CP) Contra o património,Contra o património em geral,Burla com fraude bancária,
2016,(CP) Contra o património,Contra o património em geral,Burla relativa a seguros,
2016,(CP) Contra o património,Contra o património em geral,Burla obtenção alimentos/bebidas/serviços,
2016,(CP) Contra o património,Contra o património em geral,Burla informática/comunicações,
2016,(CP) Contra o património,Contra o património em geral,Burla rel. trabalho/emprego,
2016,(CP) Contra o património,Contra o património em geral,Outras burlas,
2016,(CP) Contra o património,Contra o património em geral,Extorsão,
2016,(CP) Contra o património,Contra o património em geral,Abuso cartão garantia/crédito,
2016,(CP) Contra o património,Contra o património em geral,Outros contra património em geral,
2016,(CP) Contra o património,Contra direitos patrimoniais,Insolvência dolosa/negligente,
2016,(CP) Contra o património,Contra direitos patrimoniais,Recetação e auxílio material,
2016,(CP) Contra o património,Contra direitos patrimoniais,Outros contra dtos. patrimoniais,
2016,(CP) Contra o património,Outros contra o património,Outros contra o património,
2016,(CP) Contra ident. cultural/integridade pessoal,Contra ident. cultural/integridade pessoal,Discriminação racial/religiosa,
2016,(CP) Contra ident. cultural/integridade pessoal,Contra ident. cultural/integridade pessoal,Tortura/tratamentos cruéis/degradantes/desumanos,
2016,(CP) Contra ident. cultural/integridade pessoal,Contra ident. cultural/integridade pessoal,Outros contra ident. cultural e integridade pessoal,
2016,(CP) Contra vida em sociedade,Contra a família,Viol. obrigação de alimentos,
2016,(CP) Contra vida em sociedade,Contra a família,Subtração de menores,
2016,(CP) Contra vida em sociedade,Contra a família,Outros crimes contra a família,
2016,(CP) Contra vida em sociedade,Falsificação,Contrafação/falsificação/passagem moeda falsa,
2016,(CP) Contra vida em sociedade,Falsificação,Contrafação/falsificação títulos crédito/outros,
2016,(CP) Contra vida em sociedade,Falsificação,Falsificação docs/cunhos/marcas/chancelas/pesos/medidas,
2016,(CP) Contra vida em sociedade,Falsificação,Outros de falsificação,
2016,(CP) Contra vida em sociedade,Perigo comum,Incêndio edifício/construção/transporte,
2016,(CP) Contra vida em sociedade,Perigo comum,Incêndio floresta/mata/arvoredo/seara,
2016,(CP) Contra vida em sociedade,Perigo comum,Dano contra a natureza,
2016,(CP) Contra vida em sociedade,Perigo comum,Poluição,
2016,(CP) Contra vida em sociedade,Perigo comum,Corrupção substâncias alimentares/medicinais,
2016,(CP) Contra vida em sociedade,Perigo comum,Perigo relativo a animais,
2016,(CP) Contra vida em sociedade,Perigo comum,Detenção/tráfico armas proibidas,
2016,(CP) Contra vida em sociedade,Perigo comum,Outros de perigo comum,
2016,(CP) Contra vida em sociedade,Contra a seg. das comunicações,Pirataria aérea/segurança aviação civil,
2016,(CP) Contra vida em sociedade,Contra a seg. das comunicações,"Cond. taxa álcool => 1,2g/l",
2016,(CP) Contra vida em sociedade,Contra a seg. das comunicações,Condução perigosa veículo rodoviário,
2016,(CP) Contra vida em sociedade,Contra a seg. das comunicações,Outros contra segurança comunicações,
2016,(CP) Contra vida em sociedade,De antisociabilidade perigosa,Embriaguez e intoxicação,
2016,(CP) Contra vida em sociedade,De antisociabilidade perigosa,Utilização menor na mendicidade,
2016,(CP) Contra vida em sociedade,Contra a paz pública,Terrorismo e associações terroristas,
2016,(CP) Contra vida em sociedade,Contra a paz pública,"Motim, instigação, apologia pública crime",
2016,(CP) Contra vida em sociedade,Contra a paz pública,Associação criminosa,
2016,(CP) Contra vida em sociedade,Contra a paz pública,Outros contra a paz pública,
2016,(CP) Contra vida em sociedade,Outros contra a vida sociedade,Outros contra vida sociedade,
2016,(CP) Contra o Estado,Contra a soberania nacional,Contra a soberania nacional,
2016,(CP) Contra o Estado,Contra real. Estado de Direito,Tráfico de influências,
2016,(CP) Contra o Estado,Contra real. Estado de Direito,Outros contra realização Estado Direito,
2016,(CP) Contra o Estado,Eleitorais,Eleitorais,
2016,(CP) Contra o Estado,Contra a autoridade pública,Resistência/coação s/funcionário,
2016,(CP) Contra o Estado,Contra a autoridade pública,Desobediência,
2016,(CP) Contra o Estado,Contra a autoridade pública,"Tirada, evasão, motim presos",
2016,(CP) Contra o Estado,Contra a autoridade pública,Viol. de providências públicas,
2016,(CP) Contra o Estado,Contra a autoridade pública,Usurpação de funções,
2016,(CP) Contra o Estado,Contra a autoridade pública,Outros contra autoridade públ.,
2016,(CP) Contra o Estado,Contra a realização da justiça,Falsidade depoimento/outro,
2016,(CP) Contra o Estado,Contra a realização da justiça,Branqueamento de vantagens proveniência ilícita,
2016,(CP) Contra o Estado,Contra a realização da justiça,Detenção/prisão ilegal,
2016,(CP) Contra o Estado,Contra a realização da justiça,Violação de segredo de justiça,
2016,(CP) Contra o Estado,Contra a realização da justiça,Outros contra realização justiça,
2016,(CP) Contra o Estado,Comet. exercício funções públicas,Corrupção,
2016,(CP) Contra o Estado,Comet. exercício funções públicas,Peculato,
2016,(CP) Contra o Estado,Comet. exercício funções públicas,Abuso de autoridade,
2016,(CP) Contra o Estado,Comet. exercício funções públicas,Outros cometidos exerc. funções públicas,
2016,(CP) Contra o Estado,Outros contra o Estado,Outros contra o Estado,
2016,(CP) Contra animais companhia,Contra animais de companhia,Maus tratos animais companhia,
2016,(CP) Contra animais companhia,Contra animais de companhia,Abandono animais companhia,
2016,Legislação Avulsa,Crimes estritamente militares,Infidelidade (militar),
2016,Legislação Avulsa,Crimes estritamente militares,Deserção (militar),
2016,Legislação Avulsa,Crimes estritamente militares,Insubordinação (militar),
2016,Legislação Avulsa,Crimes estritamente militares,Abuso de autoridade (militar),
2016,Legislação Avulsa,Crimes estritamente militares,Outros estritamente militares,
2016,Legislação Avulsa,Estupefacientes,Tráfico estupefacientes,
2016,Legislação Avulsa,Estupefacientes,Cultivo p/ consumo,
2016,Legislação Avulsa,Estupefacientes,Outros resp. estupefacientes,
2016,Legislação Avulsa,Terrorismo/organizações terroristas,Org. terroristas/terrorismo nacional,
2016,Legislação Avulsa,Terrorismo/organizações terroristas,Org. terroristas/terrorismo internacional,
2016,Legislação Avulsa,Imigração ilegal,Assoc. auxílio imi. Ilegal,
2016,Legislação Avulsa,Imigração ilegal,Angariação mão obra ilegal,
2016,Legislação Avulsa,Imigração ilegal,Casamento de conveniência,
2016,Legislação Avulsa,Imigração ilegal,Violação medida de interdição entrada,
2016,Legislação Avulsa,Imigração ilegal,Auxílio à imigração ilegal,
2016,Legislação Avulsa,Imigração ilegal,Outros imigração ilegal,
2016,Legislação Avulsa,Atividade comercial/financeira,Abuso de informação,
2016,Legislação Avulsa,Atividade comercial/financeira,Manipulação do mercado,
2016,Legislação Avulsa,Atividade comercial/financeira,Outros n/exerc. act. comerciais/financeiras,
2016,Legislação Avulsa,Imprensa,Rel. à imprensa (exceto contra honra),
2016,Legislação Avulsa,Direitos autor/propriedade industrial,Contra os direitos de autor,
2016,Legislação Avulsa,Direitos autor/propriedade industrial,Contra propriedade industrial,
2016,Legislação Avulsa,Emissão de cheque sem provisão,Emissão de cheque sem provisão,
2016,Legislação Avulsa,Tributários comuns,Burla tributária,
2016,Legislação Avulsa,Tributários comuns,Frustração de créditos,
2016,Legislação Avulsa,Tributários comuns,Violação de segredo,
2016,Legislação Avulsa,Tributários comuns,Outros tributários comuns,
2016,Legislação Avulsa,Aduaneiros,Recetação e auxílio material,
2016,Legislação Avulsa,Aduaneiros,Contrabando,
2016,Legislação Avulsa,Aduaneiros,Fraude fiscal aduaneira,
2016,Legislação Avulsa,Aduaneiros,Quebra de marcas e selos,
2016,Legislação Avulsa,Aduaneiros,Outros crimes aduaneiros,
2016,Legislação Avulsa,Fiscais,Fraude fiscal,
2016,Legislação Avulsa,Fiscais,Abuso de confiança fiscal,
2016,Legislação Avulsa,Fiscais,Outros crimes fiscais ou n.e.,
2016,Legislação Avulsa,Contra a segurança social,Fraude contra a seg. social,
2016,Legislação Avulsa,Contra a segurança social,Abuso confiança contra seg. social,
2016,Legislação Avulsa,Contra a saúde pública,Abate clandestino/aquisição de animais,
2016,Legislação Avulsa,Contra a saúde pública,Outros contra saúde,
2016,Legislação Avulsa,Contra a economia,Contra genuidade/qualidade/composição alimentos,
2016,Legislação Avulsa,Contra a economia,Fraude obtenção/utilização subsídios/outro,
2016,Legislação Avulsa,Contra a economia,Especulação,
2016,Legislação Avulsa,Contra a economia,Outros contra a economia,
2016,Legislação Avulsa,Jogo,Exploração ilícita de jogo,
2016,Legislação Avulsa,Jogo,Prática/presença ilícitas em jogo,
2016,Legislação Avulsa,Jogo,Coação à prática de jogo,
2016,Legislação Avulsa,Jogo,Jogo fraudulento,
2016,Legislação Avulsa,Jogo,Usura para jogo,
2016,Legislação Avulsa,Jogo,Material de jogo s/ autorização,
2016,Legislação Avulsa,Jogo,Crimes de jogo n.e.,
2016,Legislação Avulsa,Caça e pesca,Crimes rel. à caça e pesca,
2016,Legislação Avulsa,Informáticos,Reprodução programa protegido,
2016,Legislação Avulsa,Informáticos,Acesso/interceção ilegítimos,
2016,Legislação Avulsa,Informáticos,Viciação/destruição/dano relativo a dados/programas,
2016,Legislação Avulsa,Informáticos,Falsidade informática,
2016,Legislação Avulsa,Informáticos,Sabotagem informática,
2016,Legislação Avulsa,Informáticos,Outros informáticos,
2016,Legislação Avulsa,Serviço militar,Crimes rel. serviço militar,
2016,Legislação Avulsa,Marítimos,Deserção/insubordinação (marítimo),
2016,Legislação Avulsa,Marítimos,Embarque clandestino,
2016,Legislação Avulsa,Marítimos,Introdução bebidas alcoólicas/substâncias perigosas,
2016,Legislação Avulsa,Marítimos,Atentado contra seg. navegação,
2016,Legislação Avulsa,Marítimos,Recusa de socorros a náufragos,
2016,Legislação Avulsa,Marítimos,Crimes marítimos n.e.,
2016,Legislação Avulsa,Desporto,Dano qualif. espetáculo desportivo,
2016,Legislação Avulsa,Desporto,Participação rixa/of. int. física em espetáculo desportivo,
2016,Legislação Avulsa,Desporto,Arremesso objetos/invasão espetáculo desportivo,
2016,Legislação Avulsa,Desporto,Outros relativos desporto,
2016,Legislação Avulsa,Condução sem habilitação legal,Condução sem habilitação legal,
2016,Legislação Avulsa,Branqueamento de capitais,Branqueamento de capitais,
2016,Legislação Avulsa,Outros crimes,Outros crimes,
2015,(CP) Contra as pessoas,Contra a vida,Homicídio voluntário consumado,
2015,(CP) Contra as pessoas,Contra a vida,Homicídio negl. acidente viação,
2015,(CP) Contra as pessoas,Contra a vida,Homicídio negl. outras circunstâncias,
2015,(CP) Contra as pessoas,Contra a vida,Aborto,
2015,(CP) Contra as pessoas,Contra a vida,Outros contra a vida,
2015,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. grave,
2015,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. simples,
2015,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. acidente viação,
2015,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. outras,
2015,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica cônjuge/análogo,
2015,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica contra menores,
2015,(CP) Contra as pessoas,Contra a integridade física,Outros violência doméstica,
2015,(CP) Contra as pessoas,Contra a integridade física,Maus tratos/sobrecarga menores,
2015,(CP) Contra as pessoas,Contra a integridade física,Maus tratos cônjuge/análogo,
2015,(CP) Contra as pessoas,Contra a integridade física,Outros de maus tratos,
2015,(CP) Contra as pessoas,Contra a integridade física,M.tratos menores/incap/cônjuge,
2015,(CP) Contra as pessoas,Contra a integridade física,Violação regras de segurança,
2015,(CP) Contra as pessoas,Contra a integridade física,Outros contra int. física,
2015,(CP) Contra as pessoas,Contra a liberdade pessoal,Rapto/sequestro/tomada reféns,
2015,(CP) Contra as pessoas,Contra a liberdade pessoal,Ameaça e coação,
2015,(CP) Contra as pessoas,Contra a liberdade pessoal,Tráfico de pessoas,
2015,(CP) Contra as pessoas,Contra a liberdade pessoal,Outros contra liberdade pessoal,
2015,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Violação,
2015,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Abuso sexual crianças/adolescentes/menores dependentes,
2015,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Lenocínio e pornografia de menores,
2015,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Ab. sexual crianças/adolescentes/dependentes,
2015,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Outros contra liberdade e autodet. sexual,
2015,(CP) Contra as pessoas,Contra a honra,"Difamação, calúnia e injúria",
2015,(CP) Contra as pessoas,Contra a honra,Contra honra p/ comunicação social,
2015,(CP) Contra as pessoas,Contra a honra,Abuso de liberdade de Imprensa,
2015,(CP) Contra as pessoas,Contra a honra,Outros contra a honra,
2015,(CP) Contra as pessoas,Contra reserva da vida privada,Viol. domicílio/introdução lugar vedado,
2015,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa vida privada/violação segredo,
2015,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa p/meio de informática,
2015,(CP) Contra as pessoas,Contra reserva da vida privada,Outros contra reserva vida privada,
2015,(CP) Contra as pessoas,Outros contra as pessoas,Omissão de auxílio,
2015,(CP) Contra as pessoas,Outros contra as pessoas,Outros contra as pessoas,
2015,(CP) Contra o património,Contra a propriedade,Furto/tráfico obras arte/ bens culturais,
2015,(CP) Contra o património,Contra a propriedade,Furto de veículo motorizado,
2015,(CP) Contra o património,Contra a propriedade,Furto máquinas industriais/agrícolas,
2015,(CP) Contra o património,Contra a propriedade,Furto de motor de embarcação,
2015,(CP) Contra o património,Contra a propriedade,Furto combustível máq. industriais/agrícolas,
2015,(CP) Contra o património,Contra a propriedade,Furto metais não preciosos,
2015,(CP) Contra o património,Contra a propriedade,Furto animais explorações agropecuárias,
2015,(CP) Contra o património,Contra a propriedade,Furto de produtos agrícolas,
2015,(CP) Contra o património,Contra a propriedade,Furto em veículo motorizado,
2015,(CP) Contra o património,Contra a propriedade,Furto residência c/arrombamento/escal/chaves falsas,
2015,(CP) Contra o património,Contra a propriedade,Furto residência s/arrombamento/escal/chaves falsas,
2015,(CP) Contra o património,Contra a propriedade,Furto em área anexa residência,
2015,(CP) Contra o património,Contra a propriedade,Furto em supermercado,
2015,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus c/arrombamento/escal/chaves falsas,
2015,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus s/arrombamento/escal/chaves falsas,
2015,(CP) Contra o património,Contra a propriedade,Furto estab. ensino c/arrombamento/escal/chaves falsas,
2015,(CP) Contra o património,Contra a propriedade,Furto outros edifícios c/arrombamento/escal/chaves falsas,
2015,(CP) Contra o património,Contra a propriedade,Furto/roubo por esticão,
2015,(CP) Contra o património,Contra a propriedade,Furto por carteirista,
2015,(CP) Contra o património,Contra a propriedade,Furto oportunidade/obj. não guardado,
2015,(CP) Contra o património,Contra a propriedade,Outros furtos,
2015,(CP) Contra o património,Contra a propriedade,Roubo por esticão,
2015,(CP) Contra o património,Contra a propriedade,Roubo via pública (s/ esticão),
2015,(CP) Contra o património,Contra a propriedade,Roubo a residência,
2015,(CP) Contra o património,Contra a propriedade,Roubo de viatura,
2015,(CP) Contra o património,Contra a propriedade,Roubo banco/estab. crédito,
2015,(CP) Contra o património,Contra a propriedade,Roubo tesouraria/estação correios,
2015,(CP) Contra o património,Contra a propriedade,Roubo edifícios comerc/indust.,
2015,(CP) Contra o património,Contra a propriedade,Roubo a farmácias,
2015,(CP) Contra o património,Contra a propriedade,Roubo a ourivesarias,
2015,(CP) Contra o património,Contra a propriedade,Roubo estabelecimento ensino,
2015,(CP) Contra o património,Contra a propriedade,Roubo posto abast. combustível,
2015,(CP) Contra o património,Contra a propriedade,Roubo transp. públicos,
2015,(CP) Contra o património,Contra a propriedade,Roubo motorista transporte público,
2015,(CP) Contra o património,Contra a propriedade,Roubo transp. valores,
2015,(CP) Contra o património,Contra a propriedade,Outros roubos,
2015,(CP) Contra o património,Contra a propriedade,Dano contra património cultural,
2015,(CP) Contra o património,Contra a propriedade,Outro dano,
2015,(CP) Contra o património,Contra a propriedade,Abuso de confiança,
2015,(CP) Contra o património,Contra a propriedade,Outros contra a propriedade,
2015,(CP) Contra o património,Contra o património em geral,Burla com fraude bancária,
2015,(CP) Contra o património,Contra o património em geral,Burla relativa a seguros,
2015,(CP) Contra o património,Contra o património em geral,Burla obtenção alimentos/bebidas/serviços,
2015,(CP) Contra o património,Contra o património em geral,Burla informática/comunicações,
2015,(CP) Contra o património,Contra o património em geral,Burla rel. trabalho/emprego,
2015,(CP) Contra o património,Contra o património em geral,Outras burlas,
2015,(CP) Contra o património,Contra o património em geral,Extorsão,
2015,(CP) Contra o património,Contra o património em geral,Abuso cartão garantia/crédito,
2015,(CP) Contra o património,Contra o património em geral,Outros contra património em geral,
2015,(CP) Contra o património,Contra direitos patrimoniais,Insolvência dolosa/negligente,
2015,(CP) Contra o património,Contra direitos patrimoniais,Recetação e auxílio material,
2015,(CP) Contra o património,Contra direitos patrimoniais,Outros contra dtos. patrimoniais,
2015,(CP) Contra o património,Outros contra o património,Outros contra o património,
2015,(CP) Contra ident. cultural/integridade pessoal,Contra ident. cultural/integridade pessoal,Discriminação racial/religiosa,
2015,(CP) Contra ident. cultural/integridade pessoal,Contra ident. cultural/integridade pessoal,Tortura/tratamentos cruéis/degradantes/desumanos,
2015,(CP) Contra ident. cultural/integridade pessoal,Contra ident. cultural/integridade pessoal,Outros contra ident. cultural e integridade pessoal,
2015,(CP) Contra vida em sociedade,Contra a família,Viol. obrigação de alimentos,
2015,(CP) Contra vida em sociedade,Contra a família,Subtração de menores,
2015,(CP) Contra vida em sociedade,Contra a família,Outros crimes contra a família,
2015,(CP) Contra vida em sociedade,Falsificação,Contrafação/falsificação/passagem moeda falsa,
2015,(CP) Contra vida em sociedade,Falsificação,Contrafação/falsificação títulos crédito/outros,
2015,(CP) Contra vida em sociedade,Falsificação,Falsificação docs/cunhos/marcas/chancelas/pesos/medidas,
2015,(CP) Contra vida em sociedade,Falsificação,Outros de falsificação,
2015,(CP) Contra vida em sociedade,Perigo comum,Incêndio edifício/construção/transporte,
2015,(CP) Contra vida em sociedade,Perigo comum,Incêndio floresta/mata/arvoredo/seara,
2015,(CP) Contra vida em sociedade,Perigo comum,Dano contra a natureza,
2015,(CP) Contra vida em sociedade,Perigo comum,Poluição,
2015,(CP) Contra vida em sociedade,Perigo comum,Corrupção substâncias alimentares/medicinais,
2015,(CP) Contra vida em sociedade,Perigo comum,Perigo relativo a animais,
2015,(CP) Contra vida em sociedade,Perigo comum,Detenção/tráfico armas proibidas,
2015,(CP) Contra vida em sociedade,Perigo comum,Outros de perigo comum,
2015,(CP) Contra vida em sociedade,Contra a seg. das comunicações,Pirataria aérea/segurança aviação civil,
2015,(CP) Contra vida em sociedade,Contra a seg. das comunicações,"Cond. taxa álcool => 1,2g/l",
2015,(CP) Contra vida em sociedade,Contra a seg. das comunicações,Condução perigosa veículo rodoviário,
2015,(CP) Contra vida em sociedade,Contra a seg. das comunicações,Outros contra segurança comunicações,
2015,(CP) Contra vida em sociedade,De antisociabilidade perigosa,Embriaguez e intoxicação,
2015,(CP) Contra vida em sociedade,De antisociabilidade perigosa,Utilização menor na mendicidade,
2015,(CP) Contra vida em sociedade,Contra a paz pública,Terrorismo e associações terroristas,
2015,(CP) Contra vida em sociedade,Contra a paz pública,"Motim, instigação, apologia pública crime",
2015,(CP) Contra vida em sociedade,Contra a paz pública,Associação criminosa,
2015,(CP) Contra vida em sociedade,Contra a paz pública,Outros contra a paz pública,
2015,(CP) Contra vida em sociedade,Outros contra a vida sociedade,Outros contra vida sociedade,
2015,(CP) Contra o Estado,Contra a soberania nacional,Contra a soberania nacional,
2015,(CP) Contra o Estado,Contra real. Estado de Direito,Tráfico de influências,
2015,(CP) Contra o Estado,Contra real. Estado de Direito,Outros contra realização Estado Direito,
2015,(CP) Contra o Estado,Eleitorais,Eleitorais,
2015,(CP) Contra o Estado,Contra a autoridade pública,Resistência/coação s/funcionário,
2015,(CP) Contra o Estado,Contra a autoridade pública,Desobediência,
2015,(CP) Contra o Estado,Contra a autoridade pública,"Tirada, evasão, motim presos",
2015,(CP) Contra o Estado,Contra a autoridade pública,Viol. de providências públicas,
